path,category,imported_by,route_registered,script_referenced,template_referenced,replacement,risk_level,recommended_action,evidence
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/seed_v04d_demo.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/seed_v04e_demo.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/self_check.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/self_check_v03c.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/self_check_v04a.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/test_entity_analyzer.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/test_paste_analyzer.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/test_web_extractor.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_backup_restore.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_core_pages.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_manual_ingestion.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04c.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04c1.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04d.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04d3_batch_people.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04d4_links_and_review.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04db.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04d_search.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04e.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04f.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04g.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04h.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05a.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05b.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05c.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05d.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05e.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05f.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05g.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05h.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05i.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05j.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05kl.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05m.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/core/config.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/core/database_compat.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/core/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/i18n/helpers.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/i18n/zh_cn.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/i18n/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/api_common.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/api_subject_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/club_matching_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/collection_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/dashboard_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/data_quality.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/id_generator.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/lead_recommendation_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/lead_scoring_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/manual_ingestion.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_field_classifier.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_normalizer.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_parser.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_validator.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/monitoring_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/recommendation_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/relationship_path_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/search_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/signal_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/subject_links.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/subject_profile_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/suspicious_review.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/watchlist_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/backup_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/restore_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/source_quality_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/system_health_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_common.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_metrics_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_quality_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_state_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/confidence_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/content_block_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/document_classifier.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/entity_extraction_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/processing_job_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/subject_matching_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/reports/report_citation_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/reports/report_generation_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/reports/report_query_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/reports/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/common.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/investment_assessment_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/research_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/signals/signal_generation_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/signals/signal_rule_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/signals/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_common.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_dispatcher.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_heartbeat_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_metrics_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_registry.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_retry_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_runner.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/collection.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/dashboard.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/events.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/intelligence.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/investment_assessments.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/navigation.py,C,,否,否,否,,高,需验证,no static references found
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/pipeline.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/processing.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/relationships.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/reports.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/research.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/router.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/search.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/signals.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/subjects.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/system.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/watchlists.py,A,,是,否,否,,低,保留,route registered
patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/api/v1/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/main.py,A,,是,否,否,,低,保留,route registered
patches/v05G_semantic_processing_patch_20260701_113851/app/security.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/v05g_processing.py,A,,是,否,否,,低,保留,route registered
patches/v05G_semantic_processing_patch_20260701_113851/scripts/migrate_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/scripts/migrate_v05g.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/scripts/queue_historical_processing.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/scripts/run_processing_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/scripts/verify_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/scripts/verify_v05g.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/confidence_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/content_block_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/document_classifier.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/entity_extraction_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/processing_job_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/subject_matching_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/__init__.py,C,,否,否,否,,高,需验证,no static references found
patches/v05G_semantic_processing_patch_20260701_113851/app/api/v1/processing.py,A,,是,否,否,,低,保留,route registered
patches/v05G_semantic_processing_patch_20260701_113851/app/api/v1/router.py,A,,是,否,否,,低,保留,route registered
patches/v05F_multisource_collection_patch_20260701_093910/app/main.py,A,,是,否,否,,低,保留,route registered
patches/v05F_multisource_collection_patch_20260701_093910/app/security.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/app/v05f_collection.py,A,,是,否,否,,低,保留,route registered
patches/v05F_multisource_collection_patch_20260701_093910/scripts/migrate_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/scripts/migrate_v05f.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/scripts/run_collection_worker.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/scripts/verify_all.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/scripts/verify_v05f.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/app/services/collection_service.py,C,,否,否,否,,高,需验证,no static references found
patches/v05F_multisource_collection_patch_20260701_093910/app/api/v1/collection.py,A,,是,否,否,,低,保留,route registered
patches/v05F_multisource_collection_patch_20260701_093910/app/api/v1/router.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/analyzer.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/crud_config.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/database.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/entity_analyzer.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/main.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/models.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/navigation.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/paste_router.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/security.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/v04c1_ingestion.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04c_review.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04db_prestructure.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04d_structuring.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04e_entity_resolution.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04f_operations.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04g_monitoring.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v04h_recommendations.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05a_security.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05b_member_import.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05c_club_events.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05d_member_portal.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05e_intelligence.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05f_collection.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05g_processing.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05h_reports.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05i_pipeline.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05j_research.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/v05kl_operations.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/app/web_extractor.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/app/__init__.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/apply_direct_route_fix.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/scripts/apply_v03b.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/scripts/apply_v03c.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/scripts/apply_v04a.py,A,,是,否,否,,低,保留,route registered
backup_before_v05m_recovery_20260702_091828/scripts/apply_v04b.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/audit_suspicious_entities.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/backup_database.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/check_seed_data.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/check_user_visible_english.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/collect_v04d_context.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/export_database.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/generate_historical_signals.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/import_seed_data.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/init_database.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_all.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_sqlite_to_postgres.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04c.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04c1.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04d.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04db.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04e.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04f.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04g.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04h.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v05a.py,C,,否,否,否,,高,需验证,no static references found
backup_before_v05m_recovery_20260702_091828/scripts/migrate_v05b.py,C,,否,否,否,,高,需验证,no static references found
