sha256,paths,count,size
6dbfb24ba347d39b3828afa4efe59be4c2db6c84130fc84fdf4bd5ee6671e025,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/i18n/helpers.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/i18n/helpers.py;backup_before_v05m_recovery_20260702_091828/app/i18n/helpers.py;backups/code_before_v06e_20260706_115352/app/i18n/helpers.py;app/i18n/helpers.py,5,4400
0bf1cdfbf0802af4a35c718e968faea36ea2a93e940ede50f6b90b4bd49c698d,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/i18n/zh_cn.py;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/i18n/zh_cn.py;backup_before_v05m_recovery_20260702_091828/app/i18n/zh_cn.py;backups/code_before_v06e_20260706_115352/app/i18n/zh_cn.py;app/i18n/zh_cn.py,5,6214
3c0f74393694d93fc2d19e4129013cabc7c5c33369bca54a4ebfdc641dd96ea8,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/templates/v04c_review_queue.html;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/templates/v04c_review_queue.html;backup_before_v05m_recovery_20260702_091828/app/templates/v04c_review_queue.html;backups/code_before_v06f_20260706_130354/app/templates/templates/v04c_review_queue.html;backups/code_before_v06e_20260706_115352/app/templates/v04c_review_queue.html,5,4184
f62369e91f9fb423dbbff31d81b0d2802c2c6c3d04153c00faeccb3f351f2c47,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/templates/v05f_collection.html;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/templates/v05f_collection.html;backup_before_v05m_recovery_20260702_091828/app/templates/v05f_collection.html;backups/code_before_v06f_20260706_130354/app/templates/templates/v05f_collection.html;backups/code_before_v06e_20260706_115352/app/templates/v05f_collection.html,5,9508
1e6eaf7b23fe75c8c21c4e3424edab45ca2801a424f754e3a94401af9a37b5ab,patches/v05M_全站产品化收口中文化入口整合与核心流程重构_完整覆盖补丁_staging/app/templates/v05g_processing.html;patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/templates/v05g_processing.html;backup_before_v05m_recovery_20260702_091828/app/templates/v05g_processing.html;backups/code_before_v06f_20260706_130354/app/templates/templates/v05g_processing.html;backups/code_before_v06e_20260706_115352/app/templates/v05g_processing.html,5,11196
451005888ea0bb76037904f731fac1f22b190d29ca429f97962321a3d7daffcf,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04c1.py;backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04c1.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/migrate_v04c1.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/migrate_v04c1.py;backups/code_before_v06e_20260706_115352/scripts/migrate_v04c1.py,5,1080
7410b1e7493a38219aa4ddb6d7f098912caedf8895d9e44abe0a73fe088fb655,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04d.py;backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04d.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/migrate_v04d.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/migrate_v04d.py;backups/code_before_v06e_20260706_115352/scripts/migrate_v04d.py,5,1582
d9c575895e1169adc33b2aa625c6f0fbfe4736f173c827e6faf0682768ad5c0c,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04db.py;backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04db.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/migrate_v04db.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/migrate_v04db.py;backups/code_before_v06e_20260706_115352/scripts/migrate_v04db.py,5,1856
86c70a86881b63bd9a34025a9f92b85442006098c415e52b33ae2458e73df512,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/migrate_v04e.py;backup_before_v05m_recovery_20260702_091828/scripts/migrate_v04e.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/migrate_v04e.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/migrate_v04e.py;backups/code_before_v06e_20260706_115352/scripts/migrate_v04e.py,5,1449
9286f29f1c462c9af68a5a001c7b2c5cf57e08a995c066576ece1151f9623d85,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04c.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v04c.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v04c.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v04c.py;backups/code_before_v06e_20260706_115352/scripts/verify_v04c.py,5,4234
03883f776ca34036c0cd58148d5d6934a01ce05cad6f027026d1fc0c6191ae52,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04c1.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v04c1.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v04c1.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v04c1.py;backups/code_before_v06e_20260706_115352/scripts/verify_v04c1.py,5,10670
108f31d2907a054a4e37b8f3f32e5d682653c8a783a4da50d050b5d62ed830f1,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04d.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v04d.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v04d.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v04d.py;backups/code_before_v06e_20260706_115352/scripts/verify_v04d.py,5,9470
3e73937a36a3c6e3473a31478ad2be621d83a2a9b392cf5a835c456e168d6a7e,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04db.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v04db.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v04db.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v04db.py;backups/code_before_v06e_20260706_115352/scripts/verify_v04db.py,5,7222
8040d968aeeaf3f9d5e724e38876850860986749a1ae1798075a8bbfc127172f,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v04e.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v04e.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v04e.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v04e.py;backups/code_before_v06e_20260706_115352/scripts/verify_v04e.py,5,15729
db7df7b67d5e15546e80300d3ff639b18c4c82e5cfbf341253e7da55ab92424c,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05a.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v05a.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v05a.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v05a.py;backups/code_before_v06e_20260706_115352/scripts/verify_v05a.py,5,7276
f17d11aa4fdd3e5bdd6c14e6ba65f5c463138ca43bee42965b58d28882f79b1d,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/scripts/verify_v05c.py;backup_before_v05m_recovery_20260702_091828/scripts/verify_v05c.py;backups/code_before_v06i_nav_crawl_20260706_162150/scripts/verify_v05c.py;backups/code_before_v06i_intelligence_20260706_151858/scripts/verify_v05c.py;backups/code_before_v06e_20260706_115352/scripts/verify_v05c.py,5,9485
73400a30f54dfeabb343c37aef3853a792c52b5baec9bb28c4086dcbf2d83f80,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/api_common.py;backup_before_v05m_recovery_20260702_091828/app/services/api_common.py;backups/code_before_v06i_intelligence_20260706_151858/services/api_common.py;backups/code_before_v06e_20260706_115352/app/services/api_common.py;app/services/api_common.py,5,2940
e2228d5e3015cf9b115570c77b37bfea53af9e812b91638198b8b24b9c0d4a2c,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/api_subject_service.py;backup_before_v05m_recovery_20260702_091828/app/services/api_subject_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/api_subject_service.py;backups/code_before_v06e_20260706_115352/app/services/api_subject_service.py;app/services/api_subject_service.py,5,10647
9d0bc84e3465a8845050aaf43c80c95b41665fda3c8348e5d6985bb807f9f3fe,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/club_matching_service.py;backup_before_v05m_recovery_20260702_091828/app/services/club_matching_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/club_matching_service.py;backups/code_before_v06e_20260706_115352/app/services/club_matching_service.py;app/services/club_matching_service.py,5,2167
da9343f3b4c1c888fe2c1d4435d8bfad6ede978c7cf47cc1421b2f467abdabff,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/collection_service.py;patches/v05F_multisource_collection_patch_20260701_093910/app/services/collection_service.py;backup_before_v05m_recovery_20260702_091828/app/services/collection_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/collection_service.py;backups/code_before_v06e_20260706_115352/app/services/collection_service.py,5,42593
a71d0f275b2dddf5866b92c9034a54b0c7399c37b5fea94ace9ddcf0cd4fc653,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/dashboard_service.py;backup_before_v05m_recovery_20260702_091828/app/services/dashboard_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/dashboard_service.py;backups/code_before_v06e_20260706_115352/app/services/dashboard_service.py;app/services/dashboard_service.py,5,4917
73faaf5b37986d1d169506aa3d77cacf02f8a576eb9a5297ccbbbcc851ceb62b,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/data_quality.py;backup_before_v05m_recovery_20260702_091828/app/services/data_quality.py;backups/code_before_v06i_intelligence_20260706_151858/services/data_quality.py;backups/code_before_v06e_20260706_115352/app/services/data_quality.py;app/services/data_quality.py,5,3800
949187b0ab854288ed04d5257710c87003124e0ed01c5937a69dede96779f2fe,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/id_generator.py;backup_before_v05m_recovery_20260702_091828/app/services/id_generator.py;backups/code_before_v06i_intelligence_20260706_151858/services/id_generator.py;backups/code_before_v06e_20260706_115352/app/services/id_generator.py;app/services/id_generator.py,5,1311
0d7a3b89d61369d8550ae0fc110026ebc3a3b386f9ec640e756578db648fa4dd,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/lead_recommendation_service.py;backup_before_v05m_recovery_20260702_091828/app/services/lead_recommendation_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/lead_recommendation_service.py;backups/code_before_v06e_20260706_115352/app/services/lead_recommendation_service.py;app/services/lead_recommendation_service.py,5,1928
57fb771cac0b0061e82914ce199b7381dac0401afe108513c77e97834e6081ac,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/lead_scoring_service.py;backup_before_v05m_recovery_20260702_091828/app/services/lead_scoring_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/lead_scoring_service.py;backups/code_before_v06e_20260706_115352/app/services/lead_scoring_service.py;app/services/lead_scoring_service.py,5,3518
ae9375777b3a31d4023a9b3a94793e649a0e6d1b40bacd1744ef25c97f771ce1,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/manual_ingestion.py;backup_before_v05m_recovery_20260702_091828/app/services/manual_ingestion.py;backups/code_before_v06i_intelligence_20260706_151858/services/manual_ingestion.py;backups/code_before_v06e_20260706_115352/app/services/manual_ingestion.py;app/services/manual_ingestion.py,5,12654
175094669cab7ab08fa8f9f4c8e24a77cb07cfcda0eb1a55c0845d5c9f4d1695,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_field_classifier.py;backup_before_v05m_recovery_20260702_091828/app/services/member_field_classifier.py;backups/code_before_v06i_intelligence_20260706_151858/services/member_field_classifier.py;backups/code_before_v06e_20260706_115352/app/services/member_field_classifier.py;app/services/member_field_classifier.py,5,3736
d80c8572de42cef551d325e634a1aa47de1a8f0a20537b1c9e9198db5fd5c7fa,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_normalizer.py;backup_before_v05m_recovery_20260702_091828/app/services/member_import_normalizer.py;backups/code_before_v06i_intelligence_20260706_151858/services/member_import_normalizer.py;backups/code_before_v06e_20260706_115352/app/services/member_import_normalizer.py;app/services/member_import_normalizer.py,5,6996
1877f5d4a47b99f3770e6a280c0ce88db58b76d124cd4170d87d7df3a4c7c999,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_parser.py;backup_before_v05m_recovery_20260702_091828/app/services/member_import_parser.py;backups/code_before_v06i_intelligence_20260706_151858/services/member_import_parser.py;backups/code_before_v06e_20260706_115352/app/services/member_import_parser.py;app/services/member_import_parser.py,5,12523
3c85a962a5f4478e18fd3fd0201201fc2c4a812a962596b2576f98d8d244f5c3,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_service.py;backup_before_v05m_recovery_20260702_091828/app/services/member_import_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/member_import_service.py;backups/code_before_v06e_20260706_115352/app/services/member_import_service.py;app/services/member_import_service.py,5,24781
f146e2d35a3365d8f30d2e31205e451d8ab35564e2986f02a31ca9fa6a6dceff,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/member_import_validator.py;backup_before_v05m_recovery_20260702_091828/app/services/member_import_validator.py;backups/code_before_v06i_intelligence_20260706_151858/services/member_import_validator.py;backups/code_before_v06e_20260706_115352/app/services/member_import_validator.py;app/services/member_import_validator.py,5,2159
92754e8b1cc4dd20fb2b28f93d1e04fd428c052f7256bd1c9845de4cec677144,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/relationship_path_service.py;backup_before_v05m_recovery_20260702_091828/app/services/relationship_path_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/relationship_path_service.py;backups/code_before_v06e_20260706_115352/app/services/relationship_path_service.py;app/services/relationship_path_service.py,5,9200
0ebd5720516c18d843f9ee61076c72fe01de871a55cf7bab0f98ab4c61fa2e2a,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/subject_links.py;backup_before_v05m_recovery_20260702_091828/app/services/subject_links.py;backups/code_before_v06i_intelligence_20260706_151858/services/subject_links.py;backups/code_before_v06e_20260706_115352/app/services/subject_links.py;app/services/subject_links.py,5,6798
7c907e7545810247ebbe0e1735bf1896d4540bf19e8d9056e98b8895a640790e,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/subject_profile_service.py;backup_before_v05m_recovery_20260702_091828/app/services/subject_profile_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/subject_profile_service.py;backups/code_before_v06e_20260706_115352/app/services/subject_profile_service.py;app/services/subject_profile_service.py,5,24068
b14b6b7a589fe3fa7c328ea1f76b42b584b4321b8bd0867fbbfac11a4b093143,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/suspicious_review.py;backup_before_v05m_recovery_20260702_091828/app/services/suspicious_review.py;backups/code_before_v06i_intelligence_20260706_151858/services/suspicious_review.py;backups/code_before_v06e_20260706_115352/app/services/suspicious_review.py;app/services/suspicious_review.py,5,6252
d6a330b4ea32a1f50d2edcb24a2675a5ad9dfc096cb245c9068aa1a20dddc58c,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/watchlist_service.py;backup_before_v05m_recovery_20260702_091828/app/services/watchlist_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/watchlist_service.py;backups/code_before_v06e_20260706_115352/app/services/watchlist_service.py;app/services/watchlist_service.py,5,6113
fcc5647da2968a4b415896a42be5e2a7dc003c36da55dc95f61b589dded7eac1,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/static/entity_smart_paste.js;backup_before_v05m_recovery_20260702_091828/app/static/entity_smart_paste.js;backups/code_before_v06f_20260706_130354/app/static/static/entity_smart_paste.js;backups/code_before_v06e_20260706_115352/app/static/entity_smart_paste.js;app/static/entity_smart_paste.js,5,35936
e7ef93bf3bb8bd77afda1301b74ce8f3f5fa0224763267827cfe7fb4e4be960f,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/static/v03a_additions.css;backup_before_v05m_recovery_20260702_091828/app/static/v03a_additions.css;backups/code_before_v06f_20260706_130354/app/static/static/v03a_additions.css;backups/code_before_v06e_20260706_115352/app/static/v03a_additions.css;app/static/v03a_additions.css,5,411
0358c4c6c273f2be45fc6b3a87c07b26e712883c548fe38e3bc1660b128e76af,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/static/v03b_additions.css;backup_before_v05m_recovery_20260702_091828/app/static/v03b_additions.css;backups/code_before_v06f_20260706_130354/app/static/static/v03b_additions.css;backups/code_before_v06e_20260706_115352/app/static/v03b_additions.css;app/static/v03b_additions.css,5,1596
41231207449cf124b21ae5fdd62240918f1481fdc5676365b6321d5dfacab247,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/static/v03c_additions.css;backup_before_v05m_recovery_20260702_091828/app/static/v03c_additions.css;backups/code_before_v06f_20260706_130354/app/static/static/v03c_additions.css;backups/code_before_v06e_20260706_115352/app/static/v03c_additions.css;app/static/v03c_additions.css,5,1024
bc9496fcc3714e8ba63560882ea9905d9acc8793d4545024fb5ffba44e4e32b4,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/static/v04a_additions.css;backup_before_v05m_recovery_20260702_091828/app/static/v04a_additions.css;backups/code_before_v06f_20260706_130354/app/static/static/v04a_additions.css;backups/code_before_v06e_20260706_115352/app/static/v04a_additions.css;app/static/v04a_additions.css,5,10912
1fc45086979da11b6e89723c4f8376f8b1e93ad3e8acd75d28a349cbd87ee910,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/templates/project_detail.html;backup_before_v05m_recovery_20260702_091828/app/templates/project_detail.html;backups/code_before_v06f_20260706_130354/app/templates/templates/project_detail.html;backups/code_before_v06e_20260706_115352/app/templates/project_detail.html;app/templates/project_detail.html,5,1148
f29769b4400d4417b0d7d0c948a2ad9e086a9411b20508d4e1e2ee40d8586ea6,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/templates/_page_head.html;backup_before_v05m_recovery_20260702_091828/app/templates/_page_head.html;backups/code_before_v06f_20260706_130354/app/templates/templates/_page_head.html;backups/code_before_v06e_20260706_115352/app/templates/_page_head.html;app/templates/_page_head.html,5,114
937ed53ebf13266f1ff69789251f8ff86a19784b688911a2bc77c846f3eebc99,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/backup_service.py;backup_before_v05m_recovery_20260702_091828/app/services/operations/backup_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/operations/backup_service.py;backups/code_before_v06e_20260706_115352/app/services/operations/backup_service.py;app/services/operations/backup_service.py,5,3225
dd428ef34d23f083f1a5b7ad57d46f561f3d617e15a109375e5a9818e986e83c,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/restore_service.py;backup_before_v05m_recovery_20260702_091828/app/services/operations/restore_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/operations/restore_service.py;backups/code_before_v06e_20260706_115352/app/services/operations/restore_service.py;app/services/operations/restore_service.py,5,3444
8fcad98ac1a67ae59731f7ea56c04228a39ce94cd152d4865364d577c4b6b5d1,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/source_quality_service.py;backup_before_v05m_recovery_20260702_091828/app/services/operations/source_quality_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/operations/source_quality_service.py;backups/code_before_v06e_20260706_115352/app/services/operations/source_quality_service.py;app/services/operations/source_quality_service.py,5,6862
dffc6c5f351608eced8608735c65de57d67a9814f2b888b9a32b293d74a1bd8f,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/system_health_service.py;backup_before_v05m_recovery_20260702_091828/app/services/operations/system_health_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/operations/system_health_service.py;backups/code_before_v06e_20260706_115352/app/services/operations/system_health_service.py;app/services/operations/system_health_service.py,5,3025
e00194d282c2d14c5106bf73d8f61ff410067810401a96aeabb4d81d8181a88e,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/operations/__init__.py;backup_before_v05m_recovery_20260702_091828/app/services/operations/__init__.py;backups/code_before_v06i_intelligence_20260706_151858/services/operations/__init__.py;backups/code_before_v06e_20260706_115352/app/services/operations/__init__.py;app/services/operations/__init__.py,5,567
a5db51ff182b34756914879df1274765c64aad57c28d8ec6842f57ebc043f077,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_metrics_service.py;backup_before_v05m_recovery_20260702_091828/app/services/pipeline/pipeline_metrics_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/pipeline/pipeline_metrics_service.py;backups/code_before_v06e_20260706_115352/app/services/pipeline/pipeline_metrics_service.py;app/services/pipeline/pipeline_metrics_service.py,5,4094
8b3556635d309288836167838c1a0c1b9df6cb36f68b2921640e1418a52c39a3,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_quality_service.py;backup_before_v05m_recovery_20260702_091828/app/services/pipeline/pipeline_quality_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/pipeline/pipeline_quality_service.py;backups/code_before_v06e_20260706_115352/app/services/pipeline/pipeline_quality_service.py;app/services/pipeline/pipeline_quality_service.py,5,3182
bccc6a793fd200edf4417cfa903672133de5c3524596f02cfcbc611ca19d238d,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_service.py;backup_before_v05m_recovery_20260702_091828/app/services/pipeline/pipeline_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/pipeline/pipeline_service.py;backups/code_before_v06e_20260706_115352/app/services/pipeline/pipeline_service.py;app/services/pipeline/pipeline_service.py,5,15502
f43e792799efaf07247fe3f518fa49ff8632a2442107de4e1c4fa7b7cb75142b,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/pipeline_state_service.py;backup_before_v05m_recovery_20260702_091828/app/services/pipeline/pipeline_state_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/pipeline/pipeline_state_service.py;backups/code_before_v06e_20260706_115352/app/services/pipeline/pipeline_state_service.py;app/services/pipeline/pipeline_state_service.py,5,5783
112de3293c527f253a02c7e7e73caa8520ecedb637214a519f31949f76137943,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/pipeline/__init__.py;backup_before_v05m_recovery_20260702_091828/app/services/pipeline/__init__.py;backups/code_before_v06i_intelligence_20260706_151858/services/pipeline/__init__.py;backups/code_before_v06e_20260706_115352/app/services/pipeline/__init__.py;app/services/pipeline/__init__.py,5,669
ae5097f47a5637a32494ff217a07fc8f034bde984a213b5e5e14e58d3401cc38,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/processing/processing_job_service.py;patches/v05G_semantic_processing_patch_20260701_113851/app/services/processing/processing_job_service.py;backup_before_v05m_recovery_20260702_091828/app/services/processing/processing_job_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/processing/processing_job_service.py;backups/code_before_v06e_20260706_115352/app/services/processing/processing_job_service.py,5,30939
6996c6bb8c84651c37c2c88d70b34343a5c7a507576d903001ed293f7642bb0d,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/reports/report_citation_service.py;backup_before_v05m_recovery_20260702_091828/app/services/reports/report_citation_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/reports/report_citation_service.py;backups/code_before_v06e_20260706_115352/app/services/reports/report_citation_service.py;app/services/reports/report_citation_service.py,5,709
24def75a3ec71aa99fc01af584726a0bbf27c1333a746ce92b6e4868ce52d1a5,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/reports/__init__.py;backup_before_v05m_recovery_20260702_091828/app/services/reports/__init__.py;backups/code_before_v06i_intelligence_20260706_151858/services/reports/__init__.py;backups/code_before_v06e_20260706_115352/app/services/reports/__init__.py;app/services/reports/__init__.py,5,478
302bc2404de35fa967a0680367b8d22fd0e8d750f44a52cbc33f307717d479f9,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/investment_assessment_service.py;backup_before_v05m_recovery_20260702_091828/app/services/research/investment_assessment_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/research/investment_assessment_service.py;backups/code_before_v06e_20260706_115352/app/services/research/investment_assessment_service.py;app/services/research/investment_assessment_service.py,5,8410
3d49ec43c508d0140844aa6ac70c296a4aa3ace1041f528ccf2f5d2a90630181,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/research_service.py;backup_before_v05m_recovery_20260702_091828/app/services/research/research_service.py;backups/code_before_v06i_intelligence_20260706_151858/services/research/research_service.py;backups/code_before_v06e_20260706_115352/app/services/research/research_service.py;app/services/research/research_service.py,5,22558
590bd4fa10544f8bc3d0813c0917391e1fce760bcd09e5634da44a7104a56af9,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/research/__init__.py;backup_before_v05m_recovery_20260702_091828/app/services/research/__init__.py;backups/code_before_v06i_intelligence_20260706_151858/services/research/__init__.py;backups/code_before_v06e_20260706_115352/app/services/research/__init__.py;app/services/research/__init__.py,5,1061
3af4a4d931d8e2c2df8c89bcbdd29d325058392910f36f87cc4ebdb9939245c6,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/signals/__init__.py;backup_before_v05m_recovery_20260702_091828/app/services/signals/__init__.py;backups/code_before_v06i_intelligence_20260706_151858/services/signals/__init__.py;backups/code_before_v06e_20260706_115352/app/services/signals/__init__.py;app/services/signals/__init__.py,5,222
f926b3b6a49fe0c12200cad009f1034811d14f59de668d55c80908942ba176eb,patches/v05M-R_异常中断恢复模板乱码与全站回归修复_完整覆盖补丁_staging/app/services/tasks/task_dispatcher.py;backup_before_v05m_recovery_20260702_091828/app/services/tasks/task_dispatcher.py;backups/code_before_v06i_intelligence_20260706_151858/services/tasks/task_dispatcher.py;backups/code_before_v06e_20260706_115352/app/services/tasks/task_dispatcher.py;app/services/tasks/task_dispatcher.py,5,2209
